"review_id","session_id","session_title","rating","review_text","review_date","reviewer","source_url"
"76e15f0cdd8ed60483b0603212b4fb2f","reducing-new-mom-stress-by-psychologist-sergiu-toma",,4,"I found in this journey very important ideas of motherhood, the most important idea that resonates with my inner mood is “Maintaining an intense pace for the next few years is not sustainable”.  I realized that sometimes ask too much from myself, but giving birth to a child and caring of him is already an important and valuable role. And I should appreciate myself more often for this and take another extra tasks more easily. 
 I also realized that I need recognition and validation from my loved ones and will tell my husband about this, because a few words help me maintain a balanced mood. 
It was a good journey of reflexion on own thoughts. Wish good luck to creators of this this application in developing useful journeys for everyone !     (4)Olga T.a year ago","2024-11-10",,"https://selftalk.space/journey/reducing-new-mom-stress-by-psychologist-sergiu-toma"
"86a99760398f6ef5c820bb802193b158","reducing-new-mom-stress-by-psychologist-sergiu-toma",,4,"I didn't realize that motherhood started since the moment I became pregnant and somehow I forgot to appreciate all the efforts I've done since then.     (4)Nina V.a year ago","2024-11-10",,"https://selftalk.space/journey/reducing-new-mom-stress-by-psychologist-sergiu-toma"
"a7b414583a13712a1b8555493980278a","feeling-enough",,4,"I need to accept and allow my own emotions to come up within myself and know how to navigate them without giving in to them if I have any shot at successfully sharing them with others when looking for support or guidance without the situation resulting in feeling severely misunderstood or giving in to the intense thing I’m feeling causing me to act out against those I love     (4)Grace J.a month ago","2025-10-10",,"https://selftalk.space/journey/feeling-enough"
"34f665e0f713f699f89a5fd114b0d8c1","feeling-enough",,5,"Its good to get feelings out     (5)Grant B.2 months ago","2025-09-10",,"https://selftalk.space/journey/feeling-enough"
"c8577c65791e5fd66b6f9d3e83c84e76","feeling-enough",,5,"Reflexión     (5)Argentina K.2 months ago","2025-09-10",,"https://selftalk.space/journey/feeling-enough"
"9b2e2a421b398fab399491815b180cef","feeling-enough",,4,"Keep practicing     (4)Lynn M.3 months ago","2025-08-10",,"https://selftalk.space/journey/feeling-enough"
"9227643fc68024b200f004068ab710e8","feeling-enough",,5,"It was so surprising to link my current feeling of not performing well enough to a specific situation from my childhood with my grandpa. Reflecting on what I would have loved to hear from my grandpa back then instantly changed my state. I felt so loved and accepted!     (5)Ele J.6 months ago","2025-05-10",,"https://selftalk.space/journey/feeling-enough"
"d1b6d32a7604cb2ddcb16288ca382aa2","feeling-enough",,5,"Helpful! Good insights! Well paced!     (5)Samantha S.6 months ago","2025-05-10",,"https://selftalk.space/journey/feeling-enough"
"8e251bd49775b979be1d58b0f57bec58","feeling-enough",,5,"I worked on the feeling of not being enough to make money and the journey brought up events where I formed the belief that  I consider myself ""poor"". It also helped me see the gift behind this ""being poor"" state and understand why it hurts me. My gift is to be resourceful and when I limit myself, I suffer. The journey shifted my perspective over the problem with working hard and for no money.     (5)Viorica V.6 months ago","2025-05-10",,"https://selftalk.space/journey/feeling-enough"
"35f67728366946ffeca60b711dbcd897","feeling-enough",,5,"There was some insightful information along the way, and I've realised what the problem or the root cause of my feeling is, but I'm still not sure how to make it go away.     (5)Iulian G.7 months ago","2025-04-10",,"https://selftalk.space/journey/feeling-enough"
"1b99ee44d3d172ffabf068cd62272a38","feeling-enough",,5,"Well I love the journey. It’s probably one of the most in depth and better journeys on the app, especially considering the questions asked. And Viorica helped brainstorm it ;) from personal experience. It’s relatable, real, and amazing.     (5)Andre B.7 months ago","2025-04-10",,"https://selftalk.space/journey/feeling-enough"
"868a9d1fea0abd66b589c833cbc9ee7c","feeling-enough",,5,"Focus on actions that fulfill the unmet need, rather than on what you think you lack.     (5)Ana Maria G.8 months ago","2025-03-10",,"https://selftalk.space/journey/feeling-enough"
"2639de146d66f15ddd44e922fdb3c16b","feeling-enough",,5,"I should love myself in the way I am and that its okay to be exactly like that.     (5)Jens W.8 months ago","2025-03-10",,"https://selftalk.space/journey/feeling-enough"
"42128ff2acac9914378405aebb358d35","feeling-enough",,5,"The introspective questions in this journey helped me define what 'being enough' means to me.
I’ve realized that, for me, 'being enough' is a temporary state of mind that occurs when my present self is not aligned with the self I aspire to be.
Acknowledging this helps me focus on narrowing the gap between who I am and who I want to become by setting a clear direction and action plan.
These steps help reduce anxiety and increase my self-confidence.     (5)Mihaela T.9 months ago","2025-02-10",,"https://selftalk.space/journey/feeling-enough"
"09d4c7ab1033fda6f8f482b3bd911dcb","feeling-enough",,4,"I learned what I'm in fear of and how it can make me unfocused on being in the present.     (4)Marcus F.9 months ago","2025-02-10",,"https://selftalk.space/journey/feeling-enough"
"a204e3702269cb6a1f02ad14ae087614","feeling-enough",,5,"Thank you for helpiiing meeeeeeeeeeeeeeee but i still think im ugly and unworthy.     (5)Lilly H.a year ago","2024-11-10",,"https://selftalk.space/journey/feeling-enough"
"153d58761263a4c1f3513b4b2537262c","feeling-enough",,5,"Good introspective questions.     (5)Adrian P.a year ago","2024-11-10",,"https://selftalk.space/journey/feeling-enough"
"54b34a90342457efefd021c041766e8b","managing-anger-as-a-parent-by-psychologist-adela-moldovan",,5,"Great experience     (5)Iurie B.9 months ago","2025-02-10",,"https://selftalk.space/journey/managing-anger-as-a-parent-by-psychologist-adela-moldovan"
"9cd17dd1aa9db2805e6a4571fe19d8d4","managing-anger-as-a-parent-by-psychologist-adela-moldovan",,5,"On this journey, I reminded and asked myself questions about the need to replenish my inner resources, because the role of a parent is so complex and not always really appreciated. Due to the application, I understood why we come to conflict with children, because we cannot satisfy our personal needs. I will try to be more careful to myself and dedicate time to replenishing my resources so that negative emotions do not accumulate. I’m thankful to creators of application that made me remind very important questions in relationship with my kids and made me feel better.     (5)Olga T.a year ago","2024-11-10",,"https://selftalk.space/journey/managing-anger-as-a-parent-by-psychologist-adela-moldovan"
"639f86b9691e5fae4558beac53339f2d","managing-anger-as-a-parent-by-psychologist-adela-moldovan",,5,"It was a gently reminder that it’s all interconnected: often, when my needs are not satisfied I can be angry and I’m not really listening the needs of my child. I can choose to reflect often with calm and just be there for me and for her..     (5)Cezara P.a year ago","2024-11-10",,"https://selftalk.space/journey/managing-anger-as-a-parent-by-psychologist-adela-moldovan"
"9852be31c4a7db98a79327929204b4a9","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,4,"It was enlightening to realize that setting boundaries depends on my values and on the fears I carry.     (4)Serafima S.a month ago","2025-10-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"a6d3244c475cb636b2da886437a4cd51","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,5,"I loved this session. I worked on the boundary of putting others before me, and it helped me see my own value so I can change the situation I came with and act differently.     (5)Viorica V.a month ago","2025-10-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"01fc3b117228c956d118f9fdc52477be","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,5,"Next time when my boundary is crossed I will understand what bothers me, why it has a value for me and act based on my value.     (5)Ana Maria G.8 months ago","2025-03-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"2f0eaa4a349be12feb047d1a308ab461","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,4,"Thank you for a thoughtful reflective journey on this topic.     (4)Nadejda T.9 months ago","2025-02-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"73cf4b37863a83128b2c9df21a5bbb0a","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,5,"Great line of thought. I understood that being centred is one of my values that helps me respect my boundaries between my professional life, my love life and my personal time.     (5)Elena O.a year ago","2024-11-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"9cbb09583445c116d38a582b4c6eabaa","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,5,"I feel a solid 9 out of 10 in terms of confidence about setting and respecting my boundaries after completing this journey. The biggest learning for me has been the importance of understanding what truly matters to me—my values—and how they can guide my actions. Recognizing that protecting my well-being, self-worth, and self-respect is not just a necessity, but also a reflection of my values, has shifted my mindset. I’ve learned that boundaries aren’t about shutting others out but about honoring myself and the things that help me thrive.
This journey has given me clarity on how to respond when my boundaries are tested, and it’s empowering to know that I have the ability to act in alignment with what I value, without guilt or fear. I now understand that setting boundaries is an act of self-respect and is essential for maintaining a healthy, balanced life.     (5)Ruxandra S.a year ago","2024-11-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"f9d9c02d277a72ff735ee44b37e7522a","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,4,"The line of thought seemed interesting but I felt the whole experience left me in the same place where it found me.     (4)Florin V.a year ago","2024-11-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"bb31e03db3456dd5d06734b1efb3426e","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,5,"It was an insightful therapy. Now I know how to act when my boundaries are not respected. Thank you Selftalk team     (5)Svetlana D.a year ago","2024-11-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"d9f23b4ab921e71ff1a0be07b88d6eaf","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,5,"This journey was short but absolutely necessary. Respecting personal boundaries is a must. Everybody need to comprehend the concept of respecting ourselves and others.     (5)Diana B.a year ago","2024-11-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"c280e252b8796b4a065e4c3952aeb514","how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli",,5,"Great journey! 
I have no reason anymore to feel guilty for letting others cross my boundary. Now I discovered the beautiful value behind the boundary that was crossed and I can proactively act upon that value.     (5)Olga C.a year ago","2024-11-10",,"https://selftalk.space/journey/how-to-set-boundaries-at-work-by-psychologist-maria-dimitreli"
"a1a5f2743e9471a616da93b2a4eeb4b7","why-am-I-sad",,5,"Creo que debo de dejar de luchar y batallar con gente que siempre sencillamente no le interesas ni quiere cambiar, ni ni me importan lo que te hace sentir o los problemas que te causan, creo que yo simplemente tengo que apartarme de esas personas y alejarme, y reconocer que son esa clase de tipo de personas sumamente egoístas y centradas en sí misma así Apartarme de ellas en vez de querer hablar, convencer, comunicar o tener una gran relación, simplemente apartarme     (5)Argentina K.2 months ago","2025-09-10",,"https://selftalk.space/journey/why-am-I-sad"
"4ecf63231be756867afa2dc7d57e56c2","why-am-I-sad",,3,"Preciso falar     (3)Francisco S.2 months ago","2025-09-10",,"https://selftalk.space/journey/why-am-I-sad"
"0ef25655408540735668ea6f41b940f2","why-am-I-sad",,2,"None     (2)S S.3 months ago","2025-08-10",,"https://selftalk.space/journey/why-am-I-sad"
"7b20427b1ddcd5f711d7749ed253ed4c","why-am-I-sad",,5,"This journeys helped me put my sadness into words, not run away from it but welcome it because it’s normal!     (5)Ele J.6 months ago","2025-05-10",,"https://selftalk.space/journey/why-am-I-sad"
